"Zipcode","Lat","Long"
"47665",38.27,-87.69
"47164",38.4,-86.11
"47666",38.4,-87.58
"47165",38.49,-86.01
"47633",38.17,-87.78
"47670",38.35,-87.56
"47166",38.31,-86.15
"47634",37.91,-87.2
"47635",37.88,-87.05
"47167",38.6,-86.09
"47170",38.68,-85.78
"47172",38.39,-85.75
"47683",38.27,-87.37
"47637",38.08,-87.11
"47638",38.07,-87.77
"42201",37.25,-86.68
"42202",36.66,-86.85
"42120",36.67,-86.27
"40801",36.83,-83.25
"42602",36.69,-85.13
"41601",37.61,-82.72
"42204",36.71,-87.06
"42020",36.71,-88.31
"42603",36.76,-85.01
"42122",36.86,-86.35
"40402",37.32,-83.96
"41121",38.42,-82.81
"40902",36.8,-83.64
"42021",36.79,-89.01
"40903",36.83,-83.84
"41712",37.37,-83.14
"41512",37.26,-82.43
"40803",37.04,-83.4
"41101",38.45,-82.64
"41102",38.45,-82.64
"41105",38.45,-82.64
"41114",38.45,-82.64
"42206",36.86,-86.71
"42123",36.81,-86.01
"41602",37.73,-82.75
"41713",37.22,-83.27
"40003",38.26,-85.05
"42022",37.14,-88.94
"41603",37.58,-82.7
"40906",36.86,-83.88
"40946",36.95,-83.83
"40004",37.81,-85.46
"42023",36.87,-89.01
"42024",37.05,-89.04
"42402",37.78,-87.5
"40104",38.06,-86.3
"40806",36.86,-83.33
"41714",37.16,-83.54
"41311",37.58,-83.7
"41203",37.83,-82.43
"41604",37.39,-82.65
"42320",37.4,-86.87
"40006",38.59,-85.31
"42322",37.53,-87.25
"42323",37.17,-87.05
"42324",37.14,-86.96
"42207",37.28,-86.28
"41513",37.34,-82.37
"41514",37.62,-82.26
"41535",37.59,-82.27
"41567",37.56,-82.27
"40807",36.96,-82.95
"42025",36.85,-88.35
"40403",37.57,-84.29
"40404",37.57,-84.29
"42516",37.23,-84.76
"40007",38.4,-85.06
"41605",37.55,-82.63
"40913",36.93,-83.53
"41606",37.33,-82.71
"42712",37.55,-86.15
"40914",37.16,-83.56
"40405",37.57,-84.23
"40808",36.97,-83.21
"40915",36.87,-83.82
"41804",37.14,-82.97
"41832",37.14,-82.95
"41124",38.02,-82.85
"41160",38.01,-82.95
"41226",37.98,-82.96
"40810",36.92,-83.36
"40816",37,-83.34
"40008",37.91,-85.31
"41607",37.62,-82.84
"42027",36.91,-88.61
"42713",37.37,-85.9
"41719",37.31,-83.22
"41314",37.47,-83.67
"41351",37.31,-83.59
"41364",37.39,-83.62
"41204",37.83,-82.7
"40107",37.78,-85.66
"42101",36.97,-86.44
"42102",36.97,-86.44
"42103",36.97,-86.44
"42104",36.97,-86.44
"42128",36.82,-86.39
"40009",37.49,-85.14
"40108",37.99,-86.18
"42715",36.95,-85.41
"42741",37.01,-85.25
"42325",37.36,-87.21
"40409",37.4,-84.41
"42518",36.98,-84.61
"40109",38.06,-85.71
"42210",37.18,-86.25
"40921",36.77,-83.92
"40410",37.71,-84.65
"41721",37.34,-83.47
"40010",38.38,-85.43
"42716",37.51,-85.7
"41722",37.29,-83.16
"41517",37.18,-82.6
"40310",37.75,-84.76
"42717",36.79,-85.36
"42028",37.21,-88.4
"42519",36.98,-84.6
"42211",36.86,-87.82
"42327",37.54,-87.25
"42371",37.49,-87.28
"42029",37.03,-88.35
"40813",36.72,-83.62
"40011",38.52,-85.2
"40075",38.55,-85.12
"42718",37.34,-85.34
"42719",37.34,-85.34
"42733",37.31,-85.28
"40376",37.79,-83.7
"41301",37.73,-83.54
"41360",37.76,-83.61
"41519",37.6,-82.32
"42720",37.18,-85.31
"42721",37.42,-86.48
"42722",37.28,-85.78
"41408",37.78,-83.27
"40923",36.91,-83.85
"40311",38.31,-84.03
"40350",38.26,-83.93
"41725",37.33,-83.03
"41128",38.42,-83.1
"41129",38.41,-82.6
"42127",37.13,-85.96
"40815",36.74,-83.26
"42724",37.66,-85.95
"42214",37.13,-85.68
"42328",37.41,-86.99
"42330",37.29,-87.12
"42215",36.96,-87.66
"40012",37.9,-85.21
"41727",37.34,-83.35
"42726",37.49,-86.22
"42404",37.47,-87.82
"40312",37.86,-83.92
"41317",37.46,-83.29
"40313",38.16,-83.43
"42332",37.25,-87.09
"40110",37.91,-85.65
"42216",36.99,-87.14
"42031",36.66,-88.99
"40927",36.9,-83.06
"40111",37.83,-86.62
"40819",36.82,-83.45
"42728",37.09,-85.3
"42753",37.22,-85.14
"42032",36.75,-89.1
"41729",37.26,-83.21
"40701",36.93,-84.1
"40702",36.93,-84.1
"41731",37.13,-83.07
"41819",37,-83.02
"42406",37.73,-87.7
"40013",37.9,-85.46
"40419",37.46,-84.5
"40820",36.76,-83.17
"42033",37.27,-88.08
"40014",38.33,-85.48
"41413",37.98,-83.09
"42217",37.04,-87.48
"41810",37.18,-82.69
"42333",37.33,-86.8
"42729",37.3,-86.06
"40823",36.98,-82.98
"42035",36.89,-88.87
"40115",37.73,-86.25
"41615",37.55,-82.69
"40422",37.64,-84.77
"40423",37.64,-84.77
"40452",37.6,-84.95
"41616",37.16,-82.95
"42408",37.17,-87.68
"40824",36.86,-83.38
"41812",37.24,-82.77
"41735",37.02,-83.08
"40316",37.91,-83.53
"40930",36.87,-83.73
"42036",36.69,-88.16
"41736",37.36,-83.22
"42409",37.51,-87.69
"41520",37.27,-82.57
"42321",37.18,-87.12
"42326",37.27,-87.01
"42337",37.21,-87.04
"42731",36.83,-85.55
"42219",37.18,-86.76
"42338",37.55,-86.78
"42339",37.08,-87.01
"42528",37.2,-85
"41621",37.62,-82.72
"41739",37.33,-83.12
"42037",37.16,-88.18
"42410",37.27,-87.51
"40729",37.18,-84.11
"41622",37.51,-82.8
"42732",37.58,-86.05
"40018",38.25,-85.48
"42038",37.07,-88.07
"42129",36.98,-85.62
"40117",37.93,-86.17
"42701",37.7,-85.87
"42702",37.7,-85.87
"41522",37.3,-82.34
"41542",37.31,-82.46
"42220",36.81,-87.15
"42280",36.94,-87.09
"40317",38.18,-83.27
"40019",38.36,-85.17
"40730",36.7,-84.14
"41740",37.33,-83.07
"40826",37.05,-82.79
"41815",37.11,-82.79
"40827",37.06,-83.45
"42567",37.27,-84.65
"40828",36.86,-83.19
"40843",36.86,-83
"41425",37.89,-83.44
"40118",38.11,-85.75
"40020",37.93,-85.38
"42221",36.84,-87.31
"41426",37.78,-83
"40932",37.22,-83.78
"40119",37.6,-86.55
"42039",36.75,-88.79
"40319",38.14,-83.54
"42040",36.67,-88.53
"41524",37.4,-82.24
"42533",37.06,-84.59
"40022",38.15,-85.31
"40023",38.16,-85.42
"41743",37.33,-83.1
"41219",37.93,-82.88
"40935",36.82,-83.76
"40997",36.88,-83.71
"41139",38.51,-82.72
"41526",37.32,-82.57
"42343",37.63,-86.71
"42361",37.53,-86.7
"41527",37.63,-82.29
"42223",36.65,-87.54
"40121",37.89,-85.96
"40122",37.89,-85.96
"42133",36.72,-85.96
"40939",36.79,-83.74
"40940",36.64,-83.92
"40601",38.19,-84.86
"40602",38.19,-84.86
"40603",38.19,-84.86
"40604",38.19,-84.86
"40618",38.19,-84.86
"40619",38.19,-84.86
"40620",38.19,-84.86
"40621",38.19,-84.86
"40622",38.19,-84.86
"42134",36.72,-86.57
"42135",36.72,-86.57
"42411",37.2,-88.05
"41528",37.54,-82.14
"40322",37.95,-83.62
"42041",36.51,-88.88
"42140",36.63,-85.79
"40140",37.78,-86.35
"41817",37.35,-82.92
"40941",37.12,-83.74
"41630",37.48,-82.83
"41632",37.54,-82.92
"41141",38.55,-83.19
"41745",37.33,-83.4
"40324",38.2,-84.55
"42044",36.96,-88.27
"40943",36.93,-83.84
"42131",36.81,-85.91
"42141",36.99,-85.92
"42142",36.99,-85.92
"42156",36.88,-86.03
"42740",37.6,-85.91
"40025",38.3,-85.65
"40944",37.09,-83.69
"40026",38.4,-85.59
"42232",36.85,-87.65
"42742",37.08,-85.41
"42344",37.24,-87.29
"41142",38.3,-83.09
"42045",37,-88.23
"40328",37.58,-85.05
"40734",36.94,-84
"40434",37.39,-83.93
"40829",36.8,-83.3
"41143",38.33,-82.93
"42743",37.25,-85.49
"41144",38.57,-82.82
"42345",37.2,-87.17
"41631",37.49,-82.64
"40142",37.88,-86.21
"42234",36.65,-87.17
"41222",37.78,-82.79
"41821",37.1,-83.02
"42047",37.33,-88.4
"42413",37.41,-87.47
"41746",37.2,-83.09
"41747",37.24,-83.2
"42048",36.76,-88.3
"40143",37.77,-86.45
"40171",37.93,-86.45
"41531",37.61,-82.24
"42746",37.25,-85.8
"40818",36.8,-83.23
"40831",36.84,-83.32
"40840",36.95,-83.39
"40858",37,-83.39
"40144",37.75,-86.41
"40178",37.68,-86.42
"41635",37.53,-82.63
"40330",37.76,-84.84
"40027",38.28,-85.62
"42347",37.45,-86.89
"42348",37.89,-86.75
"42364",37.75,-86.81
"41701",37.25,-83.19
"41702",37.25,-83.19
"41723",37.25,-83.3
"42049",36.5,-88.32
"41332",37.79,-83.41
"41333",37.55,-83.77
"40949",36.88,-83.87
"41534",37.27,-82.49
"42419",37.83,-87.58
"42420",37.83,-87.58
"42236",36.71,-87.6
"42050",36.56,-89.18
"42051",36.84,-88.69
"41636",37.39,-82.72
"40951",37.12,-83.77
"41822",37.33,-82.98
"40953",36.91,-83.81
"42152",37.1,-85.81
"41132",38.28,-82.82
"41146",38.23,-82.91
"42748",37.56,-85.73
"42153",36.7,-86.06
"42240",36.85,-87.49
"42241",36.85,-87.49
"42349",37.4,-86.71
"42749",37.17,-85.91
"40844",37.07,-83.39
"40145",37.65,-86.28
"41640",37.54,-82.83
"40845",36.74,-83.53
"40437",37.47,-84.81
"41749",37.16,-83.37
"41762",37.22,-83.5
"41766",37.18,-83.42
"41214",37.82,-82.55
"41224",37.86,-82.53
"40955",36.73,-83.79
"40336",37.69,-83.96
"40472",37.68,-83.94
"40146",37.87,-86.28
"42350",37.44,-87.14
"41338",37.36,-83.76
"41824",37.18,-82.89
"41149",38.06,-83.05
"41642",37.59,-82.66
"41825",37.16,-82.68
"41307",37.55,-83.57
"41310",37.64,-83.24
"41339",37.55,-83.37
"41366",37.59,-83.23
"41390",37.42,-83.37
"42629",36.99,-85.07
"41751",37.2,-83.13
"41774",37.18,-83.14
"40337",37.96,-83.82
"41537",37.17,-82.62
"41563",37.21,-82.55
"41826",37.16,-82.92
"42252",37.23,-86.51
"41538",37.31,-82.58
"40440",37.58,-84.78
"40737",37,-84.16
"40339",37.93,-84.63
"40847",36.85,-83.15
"40958",36.79,-83.6
"42053",37.08,-88.88
"41539",37.49,-82.34
"40442",37.36,-84.7
"42054",36.68,-88.42
"41828",37.33,-82.81
"41859",37.43,-82.85
"42154",37.08,-85.68
"41754",37.31,-83.33
"42055",37.06,-88.1
"42056",37.07,-88.97
"41643",37.46,-82.8
"42254",36.66,-87.65
"40031",38.4,-85.37
"40032",38.4,-85.37
"40444",37.61,-84.57
"40446",37.61,-84.57
"40342",38.03,-84.89
"40033",37.56,-85.25
"40150",37.83,-85.72
"41831",37.34,-82.95
"42058",37.04,-88.49
"42754",37.48,-86.29
"42755",37.48,-86.29
"40849",36.9,-83.07
"42256",36.98,-86.95
"42351",37.93,-86.9
"40502",38.04,-84.45
"40503",38.04,-84.45
"40504",38.04,-84.45
"40505",38.04,-84.45
"40506",38.04,-84.45
"40507",38.04,-84.45
"40508",38.04,-84.45
"40509",38.04,-84.45
"40510",38.04,-84.45
"40511",38.04,-84.45
"40512",38.04,-84.45
"40513",38.04,-84.45
"40514",38.04,-84.45
"40515",38.04,-84.45
"40516",38.04,-84.45
"40517",38.04,-84.45
"40522",38.04,-84.45
"40523",38.04,-84.45
"40524",38.04,-84.45
"40526",38.04,-84.45
"40533",38.04,-84.45
"40536",38.04,-84.45
"40544",38.04,-84.45
"40546",38.04,-84.45
"40550",38.04,-84.45
"40555",38.04,-84.45
"40574",38.04,-84.45
"40575",38.04,-84.45
"40576",38.04,-84.45
"40577",38.04,-84.45
"40578",38.04,-84.45
"40579",38.04,-84.45
"40580",38.04,-84.45
"40581",38.04,-84.45
"40582",38.04,-84.45
"40583",38.04,-84.45
"40588",38.04,-84.45
"40591",38.04,-84.45
"40598",38.05,-84.5
"42539",37.31,-84.93
"41540",37.34,-82.32
"40740",37.02,-84.07
"41834",37.24,-82.94
"42352",37.49,-87.13
"40445",37.29,-84.21
"40460",37.37,-84.26
"40724",37.09,-83.87
"40741",37.12,-84.08
"40742",37.12,-84.08
"40743",37.12,-84.08
"40744",37.12,-84.08
"40745",37.12,-84.08
"41347",37.53,-83.6
"40037",37.63,-85.4
"41348",37.48,-83.32
"41201",38,-82.71
"41230",38.1,-82.6
"40201",38.22,-85.74
"40202",38.22,-85.74
"40203",38.22,-85.74
"40204",38.22,-85.74
"40205",38.22,-85.74
"40206",38.22,-85.74
"40207",38.22,-85.74
"40208",38.22,-85.74
"40209",38.22,-85.74
"40210",38.22,-85.74
"40211",38.22,-85.74
"40212",38.22,-85.74
"40213",38.22,-85.74
"40214",38.22,-85.74
"40215",38.22,-85.74
"40216",38.22,-85.74
"40217",38.22,-85.74
"40218",38.22,-85.74
"40219",38.22,-85.74
"40220",38.22,-85.74
"40221",38.22,-85.74
"40222",38.22,-85.74
"40223",38.22,-85.74
"40224",38.22,-85.74
"40225",38.22,-85.74
"40228",38.22,-85.74
"40229",38.22,-85.74
"40231",38.22,-85.74
"40232",38.22,-85.74
"40233",38.22,-85.74
"40241",38.22,-85.74
"40242",38.22,-85.74
"40243",38.22,-85.74
"40245",38.22,-85.74
"40250",38.22,-85.74
"40251",38.22,-85.74
"40252",38.22,-85.74
"40253",38.22,-85.74
"40255",38.22,-85.74
"40256",38.22,-85.74
"40257",38.22,-85.74
"40258",38.22,-85.74
"40259",38.22,-85.74
"40261",38.22,-85.74
"40266",38.22,-85.74
"40268",38.22,-85.74
"40269",38.22,-85.74
"40270",38.22,-85.74
"40272",38.22,-85.74
"40280",38.22,-85.74
"40281",38.22,-85.74
"40282",38.22,-85.74
"40283",38.22,-85.74
"40285",38.22,-85.74
"40287",38.22,-85.74
"40289",38.22,-85.74
"40290",38.22,-85.74
"40291",38.22,-85.74
"40292",38.22,-85.74
"40293",38.22,-85.74
"40294",38.22,-85.74
"40295",38.22,-85.74
"40296",38.22,-85.74
"40297",38.22,-85.74
"40298",38.22,-85.74
"40299",38.22,-85.74
"40129",38.07,-85.67
"42060",36.96,-88.83
"41231",37.82,-82.45
"42061",36.88,-88.77
"41232",37.91,-82.71
"40854",36.85,-83.35
"40855",36.96,-82.91
"42063",36.56,-88.56
"41543",37.54,-82.28
"41544",37.59,-82.16
"41558",37.54,-82.2
"40152",37.59,-86.4
"41647",37.42,-82.74
"42354",37.37,-86.92
"40447",37.43,-83.98
"40488",37.47,-84.03
"40448",37.47,-84.75
"40153",37.73,-86.54
"41835",37.21,-82.66
"42355",37.85,-87
"40040",37.73,-85.06
"42431",37.33,-87.5
"42757",37.45,-85.75
"41547",37.53,-82.1
"41836",37.3,-82.91
"41451",37.87,-83.25
"42259",37.2,-86.1
"40962",37.15,-83.76
"42436",37.41,-87.57
"42758",37.36,-85.2
"42064",37.33,-88.07
"42759",36.81,-85.5
"42631",36.74,-84.48
"41159",38.01,-82.95
"41649",37.57,-82.75
"40830",36.75,-83.33
"40964",36.78,-83.33
"40041",38.26,-85.65
"42066",36.73,-88.64
"41837",37.13,-82.76
"41838",37.16,-82.75
"41855",37.15,-82.73
"41234",37.79,-82.73
"40334",38.01,-83.77
"40346",37.94,-83.76
"42069",36.91,-88.75
"41612",37.3,-82.7
"41650",37.35,-82.69
"42541",37.35,-84.81
"40965",36.61,-83.72
"40347",38.14,-84.68
"42070",36.79,-88.89
"40348",38.3,-84.14
"42762",37.45,-86.5
"40045",38.71,-85.37
"41651",37.47,-82.75
"40856",36.76,-83.58
"41352",37.86,-83.37
"42633",36.84,-84.84
"40351",38.19,-83.44
"42437",37.68,-87.9
"42261",37.21,-86.7
"42440",37.23,-87.47
"40046",38.03,-85.16
"42157",36.8,-85.81
"42764",37.43,-85.62
"40353",38.06,-83.94
"40456",37.36,-84.34
"40473",37.38,-84.33
"40047",38.04,-85.55
"41839",37.41,-82.87
"41548",37.38,-82.25
"40155",37.93,-85.99
"42765",37.28,-85.89
"42071",36.61,-88.31
"41549",37.28,-82.6
"42544",37.07,-84.75
"40048",37.83,-85.46
"41840",37.21,-82.7
"40049",37.66,-85.42
"40050",38.43,-85.17
"42076",36.59,-88.06
"40051",37.65,-85.58
"40052",37.63,-85.51
"40355",38.62,-84.89
"40340",37.87,-84.58
"40356",37.87,-84.58
"40357",38.14,-84.11
"42442",37.18,-87.45
"42262",36.66,-87.42
"42159",37.04,-86.25
"41238",37.8,-82.94
"41164",38.3,-83.16
"42265",36.75,-87.01
"40358",38.09,-83.69
"40972",37.27,-83.64
"40981",37.27,-83.49
"41459",37.9,-83.01
"42301",37.75,-87.11
"42302",37.75,-87.11
"42303",37.75,-87.11
"42304",37.75,-87.11
"42334",37.68,-87.36
"42356",37.69,-87.32
"40359",38.53,-84.83
"40360",38.13,-83.75
"40366",38.08,-83.75
"42001",37.07,-88.63
"42002",37.07,-88.63
"42003",37.07,-88.63
"40461",37.61,-84.41
"41216",37.74,-82.79
"41240",37.81,-82.8
"41257",37.88,-82.79
"40361",38.2,-84.26
"40362",38.2,-84.26
"42160",37.09,-86.04
"42634",36.84,-84.48
"40464",37.6,-84.9
"40862",37,-82.89
"40863",36.75,-83.46
"40157",37.98,-86.31
"42266",36.77,-87.35
"40055",38.48,-85.32
"40363",38.55,-84.97
"40468",37.64,-84.95
"40056",38.31,-85.48
"41553",37.5,-82.16
"42366",37.7,-86.93
"41554",37.44,-82.33
"41501",37.47,-82.51
"41502",37.47,-82.51
"41571",37.63,-82.42
"41250",37.79,-82.42
"42635",36.66,-84.43
"41843",37.27,-82.88
"40977",36.76,-83.7
"41555",37.54,-82.25
"41844",37.33,-82.87
"41861",37.4,-82.8
"40755",37.16,-84.1
"40036",38.43,-84.98
"40057",38.35,-85.11
"42444",37.64,-87.64
"40058",38.55,-85.08
"42367",37.23,-87.16
"41845",37.12,-82.91
"41645",37.53,-82.79
"41653",37.67,-82.76
"41362",37.6,-83.6
"42445",37.1,-87.88
"41619",37.48,-82.74
"41655",37.53,-82.74
"40059",38.34,-85.6
"42441",37.38,-87.64
"42450",37.39,-87.75
"40865",36.9,-83.22
"41166",38.63,-83.09
"41557",37.49,-82.44
"40159",37.82,-85.94
"40160",37.82,-85.94
"40060",37.55,-85.43
"41847",37.21,-82.94
"42451",37.87,-87.37
"41559",37.35,-82.37
"42638",36.67,-84.47
"42368",37.69,-86.77
"40161",38,-86.41
"40475",37.74,-84.29
"40476",37.74,-84.29
"40162",37.75,-85.96
"41254",37.86,-82.72
"40979",37.02,-83.51
"42452",37.67,-87.52
"41560",37.32,-82.57
"42273",37.2,-86.89
"42274",36.9,-86.55
"40759",36.82,-84.11
"41561",37.32,-82.45
"42369",37.33,-86.99
"42163",37.06,-86.1
"41365",37.74,-83.63
"42370",37.45,-86.75
"42275",37.23,-86.45
"41367",37.41,-83.2
"41848",37.1,-82.94
"41464",37.67,-83.02
"41168",38.29,-82.73
"41169",38.51,-82.69
"42642",37.05,-85.07
"42276",36.83,-86.89
"42372",37.41,-87.26
"40370",38.39,-84.53
"40061",37.7,-85.27
"42453",37.18,-87.55
"40062",37.62,-85.46
"41368",37.57,-83.65
"40063",37.58,-85.33
"42078",37.26,-88.23
"40371",38.11,-83.61
"40372",37.91,-84.86
"41465",37.74,-83.06
"40481",37.48,-84.09
"41171",38.09,-83.12
"41759",37.22,-83.05
"40982",36.91,-83.7
"42553",37.17,-84.63
"42164",36.74,-86.19
"42455",37.6,-87.52
"41849",37.17,-82.73
"42079",36.56,-88.58
"40983",37.31,-83.78
"40374",38.2,-83.92
"41562",37.42,-82.49
"40065",38.21,-85.23
"40066",38.21,-85.23
"40165",37.98,-85.71
"41564",37.62,-82.35
"40763",36.69,-83.96
"40067",38.21,-85.35
"42456",37.49,-87.5
"41763",37.07,-83.11
"41764",37.13,-83.28
"40068",38.38,-85.25
"42081",37.13,-88.4
"42457",37.8,-87.67
"42171",37.05,-86.2
"41173",38.27,-83.28
"42501",37.08,-84.6
"42502",37.08,-84.6
"42503",37.08,-84.6
"42564",37.09,-84.64
"42776",37.52,-85.89
"42374",37.33,-87.14
"41174",38.7,-83.01
"41175",38.72,-82.96
"42458",37.82,-87.42
"40069",37.68,-85.22
"41256",37.83,-82.84
"40379",38.27,-84.68
"40484",37.53,-84.66
"40380",37.84,-83.85
"41659",37.58,-82.67
"42647",36.69,-84.47
"41566",37.97,-82.18
"40170",37.91,-86.53
"40868",37.09,-83.39
"40988",36.88,-83.52
"41568",37.52,-82.03
"42649",36.62,-84.43
"42459",37.54,-87.98
"42460",37.49,-87.94
"40070",38.48,-85.26
"42124",36.86,-85.63
"42130",36.91,-85.76
"42166",36.88,-85.7
"42782",37.31,-85.61
"42285",37.25,-86.28
"42082",36.9,-88.51
"42558",36.96,-84.58
"40071",38.03,-85.34
"41660",37.42,-82.64
"41260",37.81,-82.76
"42083",37.16,-88.25
"41189",38.57,-83.57
"42084",37.43,-88.24
"41262",37.87,-82.59
"42151",36.65,-85.61
"42167",36.7,-85.69
"41862",37.36,-82.78
"40870",36.94,-83.11
"41663",37.58,-82.63
"42286",36.72,-87.26
"40995",36.78,-83.81
"41263",37.84,-82.76
"40486",37.34,-83.9
"41264",38,-82.71
"42461",37.77,-87.93
"42784",37.46,-85.89
"42376",37.61,-87.07
"41135",38.38,-83.26
"41179",38.59,-83.32
"41385",37.62,-83.41
"41265",37.76,-82.75
"40383",38.05,-84.72
"40384",38.05,-84.72
"41772",37.39,-83
"41760",37.21,-83.09
"41773",37.21,-83.06
"41386",37.46,-83.77
"40175",37.81,-85.97
"41572",37.33,-82.57
"40385",37.73,-84.15
"40076",38.13,-85.06
"40873",36.82,-83.41
"40874",36.97,-83.44
"41267",37.83,-82.42
"42085",36.56,-88.81
"42462",37.7,-87.81
"41666",37.44,-82.8
"40489",37.33,-84.68
"41180",38.15,-82.79
"40176",37.88,-86.33
"41667",37.32,-82.71
"40387",37.91,-83.5
"41775",37.12,-83.36
"41421",37.96,-83.13
"41472",37.91,-83.26
"41477",38.01,-83.27
"42377",37.73,-87.23
"42086",37.11,-88.77
"40177",37.98,-85.95
"40077",38.48,-85.46
"41268",37.78,-82.77
"42463",37.48,-87.86
"41669",37.33,-82.72
"42788",37.55,-86.03
"42464",37.18,-87.38
"41833",37.02,-82.95
"41858",37.11,-82.82
"42378",37.68,-86.86
"42653",36.72,-84.47
"42087",36.96,-89.08
"40492",37.42,-84.3
"41181",38.24,-82.85
"40769",36.73,-84.16
"41271",37.82,-82.72
"40078",37.81,-85.12
"40390",37.86,-84.65
"40391",37.99,-84.18
"40392",37.99,-84.18
"42565",37.13,-84.91
"42088",36.64,-88.73
"41255",37.88,-82.84
"41274",37.86,-82.79
"40771",36.9,-84.08
"42170",36.84,-86.52
"42288",37.18,-86.63
"41776",37.17,-83.3
"41183",38.55,-82.73
"41777",37.07,-83.21
"41778",37.26,-83.32
"42566",37.35,-84.83
"41397",37.68,-83.68
"38257",36.49,-88.88
"45810",40.76,-83.82
"43901",40.21,-80.87
"44301",41.08,-81.52
"44302",41.08,-81.52
"44303",41.08,-81.52
"44304",41.08,-81.52
"44305",41.08,-81.52
"44306",41.08,-81.52
"44307",41.08,-81.52
"44308",41.08,-81.52
"44309",41.08,-81.52
"44310",41.08,-81.52
"44311",41.08,-81.52
"44312",41.08,-81.52
"44313",41.08,-81.52
"44314",41.08,-81.52
"44315",41.08,-81.52
"44316",41.08,-81.52
"44317",41.08,-81.52
"44319",41.08,-81.52
"44320",41.08,-81.52
"44321",41.08,-81.52
"44325",41.08,-81.52
"44326",41.08,-81.52
"44328",41.08,-81.52
"44333",41.08,-81.52
"44334",41.08,-81.52
"44372",41.08,-81.52
"44396",41.08,-81.52
"44398",41.08,-81.52
"45812",40.7,-83.84
"43902",39.89,-80.95
"44601",40.91,-81.11
"44802",41.04,-83.39
"43501",41.66,-84.43
"44001",41.4,-82.23
"43903",40.47,-80.92
"44003",41.6,-80.56
"45813",41.18,-84.73
"44606",40.75,-81.84
"44804",41.11,-83.51
"43502",41.51,-84.3
"45814",40.89,-83.65
"45897",40.83,-83.63
"44805",40.86,-82.31
"44004",41.87,-80.79
"44005",41.87,-80.79
"44807",41.06,-82.88
"44201",41.03,-81.18
"44607",40.68,-81.04
"44202",41.31,-81.34
"44010",41.75,-80.85
"44011",41.45,-82.02
"44012",41.49,-82.01
"43972",40.07,-81.06
"44203",41.01,-81.6
"43905",40.11,-80.83
"44809",41.13,-83.28
"44210",41.15,-81.61
"44608",40.65,-81.58
"43906",40.01,-80.74
"44811",41.27,-82.84
"44813",40.62,-82.51
"44609",40.92,-81
"45816",41,-83.79
"44017",41.36,-81.86
"43908",40.52,-80.88
"43504",41.71,-83.83
"44610",40.55,-81.8
"44401",41.02,-80.93
"44814",41.32,-82.49
"44815",41.24,-83.23
"44611",40.6,-82.06
"44816",41.32,-82.35
"43909",40.06,-80.83
"43505",41.52,-84.73
"44817",41.17,-83.55
"43910",40.34,-80.81
"44818",41.05,-83.01
"45808",40.83,-83.97
"45817",40.89,-83.88
"44612",40.65,-81.45
"44695",40.42,-81.18
"43402",41.37,-83.64
"43403",41.37,-83.64
"43406",41.32,-83.43
"44613",40.71,-81.6
"43912",40.06,-80.74
"43913",40.26,-80.62
"44402",41.38,-80.87
"44403",41.26,-80.57
"44212",41.24,-81.82
"43506",41.47,-84.54
"44820",40.8,-82.97
"44214",40.98,-81.99
"44404",41.33,-80.54
"43407",41.26,-83.25
"44021",41.47,-81.14
"44822",40.58,-82.42
"43907",40.26,-80.99
"45820",40.83,-84.08
"43914",39.78,-80.95
"44405",41.07,-80.59
"44614",40.89,-81.58
"44406",41.02,-80.76
"44701",40.81,-81.37
"44702",40.81,-81.37
"44703",40.81,-81.37
"44704",40.81,-81.37
"44705",40.81,-81.37
"44706",40.81,-81.37
"44707",40.81,-81.37
"44708",40.81,-81.37
"44709",40.81,-81.37
"44710",40.81,-81.37
"44711",40.81,-81.37
"44714",40.81,-81.37
"44718",40.81,-81.37
"44720",40.81,-81.37
"44721",40.81,-81.37
"44730",40.81,-81.37
"44735",40.81,-81.37
"44750",40.81,-81.37
"44767",40.81,-81.37
"44799",40.81,-81.37
"44615",40.57,-81.09
"44824",41.4,-82.8
"45821",41.21,-84.6
"45822",40.55,-84.57
"45826",40.43,-84.49
"44022",41.43,-81.38
"44023",41.43,-81.38
"44024",41.57,-81.2
"44617",40.48,-81.73
"44825",40.95,-82.94
"44026",41.52,-81.34
"44215",41.06,-81.92
"43915",39.77,-80.86
"43408",41.56,-83.36
"44101",41.47,-81.67
"44102",41.47,-81.67
"44103",41.47,-81.67
"44104",41.47,-81.67
"44105",41.47,-81.67
"44106",41.47,-81.67
"44107",41.48,-81.8
"44108",41.47,-81.67
"44109",41.47,-81.67
"44110",41.47,-81.67
"44111",41.47,-81.67
"44112",41.47,-81.67
"44113",41.47,-81.67
"44114",41.47,-81.67
"44115",41.47,-81.67
"44116",41.47,-81.85
"44117",41.59,-81.51
"44118",41.47,-81.67
"44119",41.47,-81.67
"44120",41.47,-81.67
"44121",41.47,-81.67
"44122",41.47,-81.5
"44123",41.59,-81.51
"44124",41.47,-81.67
"44125",41.47,-81.67
"44126",41.47,-81.67
"44127",41.47,-81.67
"44128",41.47,-81.67
"44129",41.47,-81.67
"44130",41.47,-81.67
"44131",41.38,-81.64
"44132",41.59,-81.51
"44133",41.31,-81.74
"44134",41.47,-81.67
"44135",41.47,-81.67
"44136",41.31,-81.83
"44137",41.4,-81.56
"44138",41.36,-81.9
"44139",41.38,-81.44
